ship,area,date,trip_no,is_cancellation,tsuri_mono_raw,tsuri_mono,main_sub,fish_raw,time_slot,cnt_min,cnt_max,cnt_avg,is_boat,size_min,size_max,kg_min,kg_max,tackle,point_place1,point_place2,point_place3,depth_min,depth_max,water_temp_min,water_temp_max,water_color,wind_direction,wind_speed,tide_info,wave_info,weather,by_catch,cancel_reason,cancel_type,kanso_raw,suion_raw,suishoku_raw
博栄丸,御前崎港,2023/05/12,1,0,シマアジ,シマアジ,サブ,ヒメダイ,,,,,0,,,,,,御前崎沖,,,,,,,,,,,ウネリ,,,,,沖はウネリ大きくなり大変で御前崎沖へ帰ってきました。カツオの群れは多くなってきてるので、そろそろ支度はしておいてください。,,
博栄丸,御前崎港,2023/05/05,1,0,シマアジ,シマアジ,メイン,シマアジ,,,,,0,,,4.0,4.0,,,,,,,,,,,,,,,"マダイ,メイチダイ,メダイ",,,他にマダイ・メイチダイ・メダイ・オナガダイ・ウメイロ・ジャンボイサキ・アカイサキ・サバ・ムロアジ・ウマヅラハギ・メジナ等。。,,
博栄丸,御前崎港,2023/05/04,1,0,シマアジ,シマアジ,メイン,シマアジ,,,,,0,,,2.0,4.0,,,,,,,,,,,,,,,"マダイ,メダイ,メイチダイ",,,型良いものもあり夢のあるフィールドでした。まだこれからが楽しみ!他にマダイ・メダイ・メイチダイ・ヒメダイ・ウメイロ・ジャンボイサキ・アカイサキ・ウマヅラハギ・サバ・ムロ等。,,
博栄丸,御前崎港,2023/05/04,1,0,シマアジ,シマアジ,サブ,オナガダイ,,,,,0,,,4.1,4.1,,,,,,,,,,,,,,,"マダイ,メダイ,メイチダイ",,,型良いものもあり夢のあるフィールドでした。まだこれからが楽しみ!他にマダイ・メダイ・メイチダイ・ヒメダイ・ウメイロ・ジャンボイサキ・アカイサキ・ウマヅラハギ・サバ・ムロ等。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,メイン,シマアジ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,オナガダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,メイチダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,大イサキ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,ヒメダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,イシガキダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,カンパチ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,アカイサキ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,ウメイロ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/03,1,0,シマアジ,シマアジ,サブ,サバ,,,,,0,,,,,,,,,,,,,,,,,,,,,,潮も落ち着いて、五目もやりやすい感じしました。ナギも良く暖かいGWの1日になりました。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,メイン,シマアジ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,オナガダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,メイチダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,大イサキ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,アカイサキ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,ヒメダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,キツネダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,スマガツオ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,ウマヅラハギ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
博栄丸,御前崎港,2023/05/02,1,0,シマアジ,シマアジ,サブ,サバ,,,,,0,,,,,,,,,,,,,,,,,,,,,,良い型のスマも見られました。カツオ等、またアタリが増えていくと良いな。,,
幸栄丸,鹿島港,2023/05/30,1,0,マダイ,マダイ,メイン,マダイ,,0,6,3,0,,,0.3,5.0,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.895kg、2.3kg、1.9kg、1.8kg、1.6kg、1.3kg2匹、1.2kg2匹、1kg。,,
幸栄丸,鹿島港,2023/05/30,1,0,マダイ,マダイ,サブ,ハナダイ,,1,15,8,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.895kg、2.3kg、1.9kg、1.8kg、1.6kg、1.3kg2匹、1.2kg2匹、1kg。,,
幸栄丸,鹿島港,2023/05/30,2,0,ワラサ,ワラサ,メイン,ワラサ,,0,5,2,0,,,3.0,4.6,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/30,2,0,ワラサ,ワラサ,サブ,イナダ,,4,30,17,0,,,,,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/30,3,0,フグ,フグ,メイン,フグ,,6,30,18,0,23,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/28,1,0,マダイ,マダイ,メイン,マダイ,,0,4,2,0,,,0.3,6.53,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他5.455kg、4.275kg、3.32kg、3.2kg、3kg、2.9kg、2.8kg、2.5kg2匹、2.2kg、2kg、1.9kg2匹、1.7kg、1.6kg、1.5kg4匹、1.3kg、1.2kg。,,
幸栄丸,鹿島港,2023/05/28,1,0,マダイ,マダイ,サブ,ハナダイ,,0,17,8,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他5.455kg、4.275kg、3.32kg、3.2kg、3kg、2.9kg、2.8kg、2.5kg2匹、2.2kg、2kg、1.9kg2匹、1.7kg、1.6kg、1.5kg4匹、1.3kg、1.2kg。,,
幸栄丸,鹿島港,2023/05/28,2,0,ワラサ,ワラサ,メイン,ワラサ,,1,11,6,0,,,3.0,4.6,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/28,2,0,ワラサ,ワラサ,サブ,イナダ,,2,25,13,0,,,,,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/28,3,0,フグ,フグ,メイン,フグ,,3,36,19,0,23,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/27,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.2,4.6,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.53kg、2.4kg、1.9kg、1.8kg2匹、1.4kg、1kg2匹。,,
幸栄丸,鹿島港,2023/05/27,1,0,マダイ,マダイ,サブ,ハナダイ,,0,12,6,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.53kg、2.4kg、1.9kg、1.8kg2匹、1.4kg、1kg2匹。,,
幸栄丸,鹿島港,2023/05/27,2,0,ワラサ,ワラサ,メイン,ワラサ,,2,17,9,0,,,2.8,4.6,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/27,2,0,ワラサ,ワラサ,サブ,ヒラマサ,,0,1,0,0,,,1.0,2.5,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/27,2,0,ワラサ,ワラサ,サブ,カンパチ,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/27,3,0,フグ,フグ,メイン,フグ,,0,10,5,0,23,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/27,4,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.3,6.2,,,,,,,,,,,,,,,,,,午後テンヤ船。他4.2kg、3kg、1.9kg、1.8kg、1.3kg、1.1kg2匹、1kg2匹。,,
幸栄丸,鹿島港,2023/05/26,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.6,4.75,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.39kg、2.6kg、2.1kg、1.7kg、1.6kg2匹、1.4kg、1.2kg2匹、1kg。,,
幸栄丸,鹿島港,2023/05/26,1,0,マダイ,マダイ,サブ,ハナダイ,,0,12,6,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.39kg、2.6kg、2.1kg、1.7kg、1.6kg2匹、1.4kg、1.2kg2匹、1kg。,,
幸栄丸,鹿島港,2023/05/26,2,0,ワラサ,ワラサ,メイン,ワラサ,,2,11,6,0,,,2.7,4.7,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/26,2,0,ワラサ,ワラサ,サブ,イナダ,,1,7,4,0,,,,,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/26,2,0,ワラサ,ワラサ,サブ,カンパチ,,0,1,0,0,,,1.5,2.3,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/26,2,0,ワラサ,ワラサ,サブ,ヒラマサ,,0,1,0,0,,,1.5,3.0,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/26,3,0,フグ,フグ,メイン,フグ,,0,4,2,0,23,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/25,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.6,5.72,,,,,,,,,,,,,,,,,,テンヤ船。他2.1kg、1.7kg、1.4kg、1.3kg、1.2kg、1kg2匹。,,
幸栄丸,鹿島港,2023/05/25,1,0,マダイ,マダイ,サブ,ハナダイ,,0,18,9,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。他2.1kg、1.7kg、1.4kg、1.3kg、1.2kg、1kg2匹。,,
幸栄丸,鹿島港,2023/05/25,2,0,フグ,フグ,メイン,フグ,,0,5,2,0,23,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/25,3,0,ワラサ,ワラサ,メイン,ワラサ,,0,4,2,0,,,3.0,5.5,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/25,3,0,ワラサ,ワラサ,サブ,ヒラマサ,,0,1,0,0,,,1.5,5.6,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/22,1,0,マダイ,マダイ,メイン,マダイ,,0,7,3,0,,,0.9,5.66,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他4.45kg、4.08kg、2.5kg、2.3kg、2.1kg、1.8kg、1.5kg、1kg。,,
幸栄丸,鹿島港,2023/05/22,1,0,マダイ,マダイ,サブ,ハナダイ,,1,11,6,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他4.45kg、4.08kg、2.5kg、2.3kg、2.1kg、1.8kg、1.5kg、1kg。,,
幸栄丸,鹿島港,2023/05/22,2,0,フグ,フグ,メイン,フグ,,16,55,35,0,22,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/22,3,0,ワラサ,ワラサ,メイン,ワラサ,,6,9,7,0,,,3.0,4.5,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/22,3,0,ワラサ,ワラサ,サブ,ヒラマサ,,0,1,0,0,,,2.0,3.3,,,,,,,,,,,,,,,,,,ルアー船。。,,
幸栄丸,鹿島港,2023/05/21,1,0,マダイ,マダイ,メイン,マダイ,,0,9,4,0,,,0.3,7.74,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.2kg、2.5kg、2.1kg、1.7kg、1.5kg、1.3kg2匹、1.2kg3匹、1.1kg、1kg。,,
幸栄丸,鹿島港,2023/05/21,1,0,マダイ,マダイ,サブ,ハナダイ,,0,22,11,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.2kg、2.5kg、2.1kg、1.7kg、1.5kg、1.3kg2匹、1.2kg3匹、1.1kg、1kg。,,
幸栄丸,鹿島港,2023/05/21,2,0,フグ,フグ,メイン,フグ,,12,33,22,0,22,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/21,3,0,ワラサ,ワラサ,メイン,ワラサ,,4,21,12,0,,,3.0,5.3,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/19,1,0,マダイ,マダイ,メイン,マダイ,,1,10,5,0,,,0.2,4.04,,,,,,,,,,,,,,,,,,テンヤ船。今日は朝から小振りでしたがマダイの活性高く数が伸びました。,,
幸栄丸,鹿島港,2023/05/19,1,0,マダイ,マダイ,サブ,ハナダイ,,0,6,3,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。今日は朝から小振りでしたがマダイの活性高く数が伸びました。,,
幸栄丸,鹿島港,2023/05/19,2,0,フグ,フグ,メイン,フグ,,11,25,18,0,22,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/17,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.3,1.0,,,,,,,,,,,,,ウネリ,,,,,今日は朝からウネリ高く魚の活性が低く、反応あるもアタリ少なく苦戦。。,,
幸栄丸,鹿島港,2023/05/16,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.9,8.21,,,,,,,,,,,,,,,,,,テンヤ船。超大型浮上!朝から潮流れ良く、ハナダイ等もポツポツと掛かりマダイは上がれば良型主体!今後も期待!。,,
幸栄丸,鹿島港,2023/05/16,1,0,マダイ,マダイ,サブ,ハナダイ,,1,15,8,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。超大型浮上!朝から潮流れ良く、ハナダイ等もポツポツと掛かりマダイは上がれば良型主体!今後も期待!。,,
幸栄丸,鹿島港,2023/05/16,2,0,フグ,フグ,メイン,フグ,,10,30,20,0,28,40,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/16,2,0,フグ,フグ,メイン,トラフグ,,,,,0,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/14,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.5,3.35,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他2.6kg、2.4kg、1.8kg、1.4kg、1.2kg2匹、1.1kg3匹、1kg2匹。,,
幸栄丸,鹿島港,2023/05/14,1,0,マダイ,マダイ,サブ,ハナダイ,,1,20,10,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他2.6kg、2.4kg、1.8kg、1.4kg、1.2kg2匹、1.1kg3匹、1kg2匹。,,
幸栄丸,鹿島港,2023/05/14,2,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,10,5,0,30,55,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/11,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,18,9,0,30,55,,,,,,,,,,,,,,,,,,,,今日はシケ明けで反応まとまらず苦戦。後半に反応見られ多点もありポツポツと釣れました。,,
幸栄丸,鹿島港,2023/05/11,2,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.4,4.1,,,,,,,,,,,,,,,,,,テンヤ船。マダイ最大の他3.6kg。,,
幸栄丸,鹿島港,2023/05/11,2,0,マダイ,マダイ,サブ,ハナダイ,,0,16,8,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ最大の他3.6kg。,,
幸栄丸,鹿島港,2023/05/10,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,33,16,0,30,55,,,,,,,,,,,,,,,,,,,,今日はシケ明けで反応まとまらず苦戦。後半に反応見られ多点もありポツポツと釣れました。,,
幸栄丸,鹿島港,2023/05/10,2,0,マダイ,マダイ,メイン,マダイ,,0,4,2,0,,,0.3,1.6,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他1.4kg、1.3kg、1.2kg2匹。,,
幸栄丸,鹿島港,2023/05/10,2,0,マダイ,マダイ,サブ,ハナダイ,,0,13,6,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他1.4kg、1.3kg、1.2kg2匹。,,
幸栄丸,鹿島港,2023/05/05,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,3,53,28,0,30,55,,,,,,,,,,,,,,,,,,,,今日も朝から好反応に乗れ多点ラッシュ!中だるみはあるものの終盤までポツポツと釣れました。。,,
幸栄丸,鹿島港,2023/05/05,2,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.3,5.13,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他4.75kg、4.19kg、3.045kg、2.5kg、2kg2匹、1.7kg2匹、1.5kg2匹、1kg。,,
幸栄丸,鹿島港,2023/05/05,2,0,マダイ,マダイ,サブ,ハナダイ,,0,7,3,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他4.75kg、4.19kg、3.045kg、2.5kg、2kg2匹、1.7kg2匹、1.5kg2匹、1kg。,,
幸栄丸,鹿島港,2023/05/04,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,10,41,25,0,30,55,,,,,,,,,,,,,,,,,,,,今日は朝から好反応に乗れ多点ラッシュ!中だるみはあるものの終盤までポツポツと釣れました。。,,
幸栄丸,鹿島港,2023/05/04,2,0,マダイ,マダイ,メイン,マダイ,,0,5,2,0,,,0.2,2.0,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/04,2,0,マダイ,マダイ,サブ,ハナダイ,,0,13,6,0,,,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/03,1,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,15,7,0,30,55,,,,～80m,,,70.0,70.0,,,,,,,,,,,,今日は朝のうちポツリポツリと掛かるものの反応散り失速。反応固まれば期待。,,
幸栄丸,鹿島港,2023/05/03,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.3,0.5,,,,,,,,,,,,,,,,,,テンヤ船。。,,
幸栄丸,鹿島港,2023/05/03,2,0,マダイ,マダイ,サブ,ハナダイ,,0,10,5,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。。,,
幸栄丸,鹿島港,2023/05/03,3,0,ホウボウ,ホウボウ,サブ,ハナダイ,,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,午後テンヤ船。。,,
幸栄丸,鹿島港,2023/05/03,3,0,ホウボウ,ホウボウ,メイン,ホウボウ,,0,5,2,0,,,,,,,,,,,,,,,,,,,,,,午後テンヤ船。。,,
幸栄丸,鹿島港,2023/05/02,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.9,6.91,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他4.765kg、4.595kg、4.59kg、2.2kg、1.6kg2匹、1.1kg、1kg。,,
幸栄丸,鹿島港,2023/05/02,1,0,マダイ,マダイ,サブ,ハナダイ,,0,10,5,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他4.765kg、4.595kg、4.59kg、2.2kg、1.6kg2匹、1.1kg、1kg。,,
幸栄丸,鹿島港,2023/05/02,2,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,11,5,0,30,55,,,,,,,,,,,,,,,,,,,,,,
幸栄丸,鹿島港,2023/05/01,1,0,マダイ,マダイ,メイン,マダイ,,0,3,1,0,,,0.3,4.245,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.6kg、3.29kg、3.28kg、2.9kg、2.7kg、2.5kg、1.5kg、1.2kg2匹。,,
幸栄丸,鹿島港,2023/05/01,1,0,マダイ,マダイ,サブ,ハナダイ,,0,15,7,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.6kg、3.29kg、3.28kg、2.9kg、2.7kg、2.5kg、1.5kg、1.2kg2匹。,,
幸栄丸,鹿島港,2023/05/01,1,0,マダイ,マダイ,サブ,ホウボウ,,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,テンヤ船。マダイ他3.6kg、3.29kg、3.28kg、2.9kg、2.7kg、2.5kg、1.5kg、1.2kg2匹。,,
幸栄丸,鹿島港,2023/05/01,2,0,ヤリイカ,ヤリイカ,メイン,ヤリイカ,,0,15,7,0,30,55,,,,,,,,,,,,,,,,,,,,,,
共栄丸,富浦港,2023/05/13,1,0,マダイ,マダイ,メイン,マダイ,,0,6,3,0,,,1.2,2.9,,,,,,,,,,,,,,,,,,コマセマダイ船。朝から反応入ってポツポツ型見た。,,
共栄丸,富浦港,2023/05/12,1,0,マダイ,マダイ,メイン,マダイ,,0,5,2,0,,,0.7,3.6,,,,,,,,,,,,,,,,,,コマセマダイ船。朝の前半ポツポツで、後半大型バラシもあり。,,
共栄丸,富浦港,2023/05/11,1,0,マダイ,マダイ,メイン,マダイ,,0,7,3,0,,,0.7,2.5,,,,,,,,,,,,,,,,,,午前コマセマダイ船。2kgオーバーの型揃ってた。,,
共栄丸,富浦港,2023/05/11,2,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,0.7,3.4,,,,,,,,,,,,,,,,,,午後コマセマダイ船。反応入ってくるとアタったが数伸びなかった。,,
共栄丸,富浦港,2023/05/10,1,0,マダイ,マダイ,メイン,マダイ,,0,2,1,0,,,1.3,4.8,,,,,,,,,,,,,,,,,,午前コマセマダイ船。反応少なくバラシも数回。,,
共栄丸,富浦港,2023/05/10,2,0,マダイ,マダイ,メイン,マダイ,,0,8,4,0,,,0.7,5.1,,,,,,,,,,,,,,,,,,午後コマセマダイ船。潮流れて反応良かった。,,
共栄丸,富浦港,2023/05/09,1,0,マダイ,マダイ,メイン,マダイ,,1,9,5,0,,,0.6,2.9,,,,,,,,,,,,,,,,,,コマセマダイ船。朝からたまにポツポツとアタリ、型も2kgクラスと揃ってました。,,
共栄丸,富浦港,2023/05/05,1,0,マダイ,マダイ,メイン,マダイ,,2,8,5,0,,,0.7,4.5,,,,,,,,,,,,,,,,,,コマセマダイ船。潮流れて反応も良い感じでした。,,
共栄丸,富浦港,2023/05/04,1,0,マダイ,マダイ,メイン,マダイ,,0,5,2,0,,,0.7,4.4,,,,,,,,,,,,,,,,,,コマセマダイ船。朝からポツポツとアタリ型も2kgクラス～3kgと型揃ってました。,,
共栄丸,富浦港,2023/05/01,1,0,マダイ,マダイ,メイン,マダイ,,0,5,2,0,,,0.7,7.7,,,,,,,,,,,,,,,,,,午前コマセマダイ船。大型ヒットで今期最大でした。,,
共栄丸,富浦港,2023/05/01,2,0,マダイ,マダイ,メイン,マダイ,,0,1,0,0,,,0.6,1.5,,,,,,,,,,,,,,,,,,午後コマセマダイ船。反応渋かったです。,,
かめだや,羽田,2023/05/28,1,0,アジ,アジ,メイン,LTアジ,,8,55,31,0,16,27,,,,横浜沖～20m,,,13.0,13.0,19.3,19.3,薄濁り,,,,,,イシモチ,,,中型多い。他にイシモチ。,19.3℃,薄濁り
かめだや,羽田,2023/05/28,2,0,シロギス,シロギス,メイン,シロギス,,2,53,27,0,13,23,,,,木更津沖～15m,,,10.0,10.0,19.3,19.3,薄濁り,,,,,,,,,良型交じる。。,19.3℃,薄濁り
かめだや,羽田,2023/05/27,1,0,シロギス,シロギス,メイン,シロギス,,15,59,37,0,13,23,,,,富津沖～14m,,,10.0,10.0,20.9,20.9,薄濁り,,,,,,"イシモチ,マコガレイ",,,良型交じる。他にイシモチ・マコガレイ。,20.9℃,薄濁り
かめだや,羽田,2023/05/27,2,0,アジ,アジ,メイン,LTアジ,,3,46,24,0,17,28,,,,富岡沖～横浜沖～30m,,,15.0,15.0,20.9,20.9,薄濁り,,,,,,イシモチ,,,中型多い。他にイシモチ。,20.9℃,薄濁り
かめだや,羽田,2023/05/26,1,0,アジ,アジ,メイン,LTアジ,,18,58,38,0,17,30,,,,川崎沖～富岡沖～28m,,,15.0,15.0,19.3,19.3,澄み,,,,,,イシモチ,,,中型多い。他にイシモチ。,19.3℃,澄む
かめだや,羽田,2023/05/26,2,0,シロギス,シロギス,メイン,シロギス,,11,45,28,0,13,23,,,,木更津沖～富津沖～15m,,,10.0,10.0,19.3,19.3,澄み,,,,,,イシモチ,,,良型交じる。他にイシモチ。,19.3℃,澄む
かめだや,羽田,2023/05/25,1,0,シロギス,シロギス,メイン,シロギス,,18,93,55,0,13,24,,,,木更津沖～15m,,,8.0,8.0,19.1,19.1,澄み,,,,,,イシモチ,,,良型交じり好調。他にイシモチ。,19.1℃,澄む
かめだや,羽田,2023/05/25,2,0,アジ,アジ,メイン,LTアジ,,11,56,33,0,16,30,,,,横浜沖～本牧沖～25m,,,15.0,15.0,19.1,19.1,澄み,,,,,,"イシモチ,カサゴ",,,食い渋る。他にイシモチ・カサゴ。,19.1℃,澄む
かめだや,羽田,2023/05/24,1,0,シロギス,シロギス,メイン,シロギス,,15,31,23,0,13,23,,,,木更津沖～15m,,,10.0,10.0,,,澄み,北,強,,,,イシモチ,,,北風強く苦戦。他にイシモチ。,,澄む
かめだや,羽田,2023/05/22,1,0,シロギス,シロギス,メイン,シロギス,,24,78,51,0,13,23,,,,木更津沖～15m,,,10.0,10.0,,,澄み,,,,,,イシモチ,,,良型交じる。他にイシモチ。,,澄む
かめだや,羽田,2023/05/21,1,0,アジ,アジ,メイン,LTアジ,,35,100,67,0,16,27,,,,横浜沖～20m,,,11.0,11.0,20.8,20.8,澄み,,,,,,イシモチ,,,中型多く好調。他にイシモチ。,20.8℃,澄む
