ship,area,date,fish,cnt_min,cnt_max,cnt_avg,size_min,size_max,kg_min,kg_max,is_boat,point_place,point_depth
山下丸,久比里港,2026/03/24,カワハギ,0,6,3,17,28,,,0,竹岡沖,20～30m
山下丸,久比里港,2026/03/24,マダイ,0,6,3,20,50,,,0,剣崎沖,90～100m
山下丸,久比里港,2026/03/24,アマダイ,0,6,3,20,50,,,0,剣崎沖,90～100m
山下丸,久比里港,2026/03/23,カワハギ,0,7,3,18,28,,,0,久里浜沖～竹岡沖,20～30m
山下丸,久比里港,2026/03/23,マダイ,2,7,4,24,40,,,0,剣崎沖,95m
山下丸,久比里港,2026/03/23,アマダイ,2,7,4,24,40,,,0,剣崎沖,95m
山下丸,久比里港,2026/03/22,カワハギ,0,10,5,17,26,,,0,久里浜沖～竹岡沖,20～30m
山下丸,久比里港,2026/03/22,不明,3,7,5,,,0.3,0.8,0,竹岡沖,40m
山下丸,久比里港,2026/03/22,マダイ,4,5,4,25,50,,,0,剣崎沖,85～95m
山下丸,久比里港,2026/03/22,アマダイ,4,5,4,25,50,,,0,剣崎沖,85～95m
山下丸,久比里港,2026/03/21,カワハギ,1,8,4,16,26,,,0,竹岡沖,20～30m
山下丸,久比里港,2026/03/21,不明,5,5,5,,,0.35,0.7,0,下浦沖,40m
山下丸,久比里港,2026/03/21,マダイ,2,6,4,17,42,,,0,剣崎沖,90m
山下丸,久比里港,2026/03/21,アマダイ,2,6,4,17,42,,,0,剣崎沖,90m
山下丸,久比里港,2026/03/20,カワハギ,0,9,4,5,5,,,0,竹岡沖～久里浜沖,20～30m
山下丸,久比里港,2026/03/20,マダイ,0,7,3,23,38,,,0,剣崎沖,80～90m
山下丸,久比里港,2026/03/20,アマダイ,0,7,3,23,38,,,0,剣崎沖,80～90m
山天丸,久比里港,2026/03/24,マルイカ,16,20,18,15,27,,,0,久里浜沖,50～70m
山天丸,久比里港,2026/03/24,マダイ,1,10,5,25,43,,,0,剣崎沖,70～100m
山天丸,久比里港,2026/03/24,アマダイ,1,10,5,25,43,,,0,剣崎沖,70～100m
山天丸,久比里港,2026/03/22,マルイカ,2,6,4,15,27,,,0,久里浜沖～剣崎沖,40～80m
山天丸,久比里港,2026/03/22,マダイ,2,5,3,25,39,,,0,剣崎沖,70～100m
山天丸,久比里港,2026/03/22,アマダイ,2,5,3,25,39,,,0,剣崎沖,70～100m
山天丸,久比里港,2026/03/21,マルイカ,3,12,7,15,27,,,0,剣崎沖,70～90m
山天丸,久比里港,2026/03/21,マダイ,1,4,2,27,43,,,0,剣崎沖,70～100m
山天丸,久比里港,2026/03/21,アマダイ,1,4,2,27,43,,,0,剣崎沖,70～100m
山天丸,久比里港,2026/03/20,マルイカ,4,37,20,15,30,,,0,剣崎沖,70m
山天丸,久比里港,2026/03/20,マダイ,1,4,2,5,5,,,0,剣崎沖,80～110m
山天丸,久比里港,2026/03/20,アマダイ,1,4,2,5,5,,,0,剣崎沖,80～110m
山天丸,久比里港,2026/03/20,カワハギ,2,5,3,17,26,,,0,剣崎沖,25～40m
山天丸,久比里港,2026/03/17,マルイカ,1,9,5,15,27,,,0,剣崎沖,65～85m
山天丸,久比里港,2026/03/17,マダイ,0,8,4,27,38,,,0,剣崎沖,80～110m
山天丸,久比里港,2026/03/17,アマダイ,0,8,4,27,38,,,0,剣崎沖,80～110m
巳之助丸,久比里港,2026/03/24,カワハギ,0,4,2,17,28,,,0,竹岡沖～下浦沖,15～25m
巳之助丸,久比里港,2026/03/24,アジ,12,40,26,22,36,,,0,久里浜沖,60～80m
巳之助丸,久比里港,2026/03/24,マダイ,3,4,3,27,46,,,0,剣崎沖,80～105m
巳之助丸,久比里港,2026/03/24,アマダイ,3,4,3,27,46,,,0,剣崎沖,80～105m
巳之助丸,久比里港,2026/03/22,カワハギ,0,7,3,17,29,,,0,竹岡沖～下浦沖,15～25m
巳之助丸,久比里港,2026/03/22,アジ,7,47,27,21,40,,,0,久里浜沖～観音崎沖,30～60m
巳之助丸,久比里港,2026/03/21,カワハギ,0,10,5,17,29,,,0,竹岡沖,15～25m
巳之助丸,久比里港,2026/03/21,アジ,25,61,43,23,36,,,0,久里浜沖～観音崎沖,30～60m
巳之助丸,久比里港,2026/03/20,カワハギ,0,7,3,5,5,,,0,竹岡沖,15～25m
巳之助丸,久比里港,2026/03/20,アジ,12,112,62,23,36,,,0,久里浜沖～鴨居沖,30～60m
巳之助丸,久比里港,2026/03/20,マダイ,1,5,3,23,44,,,0,剣崎沖,80～95m
巳之助丸,久比里港,2026/03/20,アマダイ,1,5,3,23,44,,,0,剣崎沖,80～95m
巳之助丸,久比里港,2026/03/19,アジ,49,61,55,23,36,,,0,観音崎沖,40～50m
村井丸,保田港,2026/03/25,不明,0,6,3,39,50,,,0,保田沖,30～50m
村井丸,保田港,2026/03/25,マダイ,1,1,1,,,3.8,3.8,1,,
村井丸,保田港,2026/03/25,マダイ,1,4,2,,,1.3,2.9,0,保田沖,50m
村井丸,保田港,2026/03/25,不明,2,3,2,38,49,,,0,,
村井丸,保田港,2026/03/25,アジ,5,23,14,24,36,,,0,保田沖,90m
村井丸,保田港,2026/03/23,不明,0,6,3,39,50,,,0,保田沖,30～50m
村井丸,保田港,2026/03/23,アジ,0,2,1,35,39,,,0,,
村井丸,保田港,2026/03/23,アジ,9,14,11,23,38,,,0,保田沖,90m
村井丸,保田港,2026/03/22,不明,1,10,5,38,50,,,0,保田沖,30～50m
村井丸,保田港,2026/03/22,アジ,13,38,25,24,38,,,0,保田沖,30～90m
村井丸,保田港,2026/03/22,イサキ,16,36,26,22,31,,,0,保田沖,30～90m
村井丸,保田港,2026/03/22,アジ,3,15,9,23,32,,,0,,
村井丸,保田港,2026/03/21,不明,0,2,1,38,47,,,0,保田沖,30～50m
村井丸,保田港,2026/03/21,アジ,2,11,6,24,39,,,0,保田沖,30～90m
村井丸,保田港,2026/03/16,不明,1,8,4,39,51,,,0,保田沖,30～50m
村井丸,保田港,2026/03/16,イサキ,3,21,12,22,31,,,0,保田沖,30～90m
村井丸,保田港,2026/03/16,アジ,4,23,13,23,32,,,0,,
不動丸,勝浦川津港,2026/03/24,スルメイカ,0,10,5,25,40,,,0,勝浦沖,140～180m前後
不動丸,勝浦川津港,2026/03/24,不明,3,20,11,28,40,,,0,,
不動丸,勝浦川津港,2026/03/22,ヤリイカ,2,4,3,25,40,,,0,勝浦沖,140～200m前後
不動丸,勝浦川津港,2026/03/22,不明,2,40,21,28,40,,,0,,
不動丸,勝浦川津港,2026/03/20,スルメイカ,4,23,13,25,40,,,0,勝浦沖,140～180m前後
不動丸,勝浦川津港,2026/03/20,不明,4,36,20,28,40,,,0,,
不動丸,勝浦川津港,2026/03/18,スルメイカ,11,20,15,25,40,,,0,勝浦沖,150～180m前後
不動丸,勝浦川津港,2026/03/17,不明,2,20,11,28,43,,,0,勝浦沖,150～180m前後
不動丸,勝浦川津港,2026/03/17,ヤリイカ,2,5,3,25,40,,,0,,
大盛丸,外川港,2026/03/24,ヒラメ,3,3,3,,,2.1,4.0,0,,
大盛丸,外川港,2026/03/22,ヒラメ,1,6,3,,,0.7,2.2,0,,
大盛丸,外川港,2026/03/21,不明,0,5,2,25,30,,,0,,
大盛丸,外川港,2026/03/21,メバル,1,9,5,15,32,,,0,,
大盛丸,外川港,2026/03/20,マハタ,0,2,1,,,0.9,2.3,0,,
大盛丸,外川港,2026/03/20,ヒラメ,0,1,0,,,0.7,2.1,0,,
大盛丸,外川港,2026/03/09,ヒラメ,2,2,2,,,0.4,3.1,0,,
家田丸,外川港,2026/03/22,ヒラメ,1,4,2,,,0.8,3.2,0,外川沖,15m
家田丸,外川港,2026/03/18,ヒラメ,3,4,3,,,0.5,1.5,0,外川沖,15m
家田丸,外川港,2026/03/02,ヒラメ,2,5,3,,,0.5,3.8,0,外川沖,15m
つる丸,大原港,2026/03/25,ヒラメ,0,2,1,,,0.5,2.9,0,,
つる丸,大原港,2026/03/25,マハタ,0,3,1,,,0.5,2.3,0,,
つる丸,大原港,2026/03/24,ヒラメ,3,3,3,,,0.5,2.5,0,,
つる丸,大原港,2026/03/24,マハタ,3,3,3,,,0.5,2.1,0,,
つる丸,大原港,2026/03/22,ヒラメ,3,3,3,,,,,0,,
つる丸,大原港,2026/03/22,マハタ,2,2,2,,,4.34,4.34,0,,
つる丸,大原港,2026/03/22,マダイ,,,,,,,,0,,
つる丸,大原港,2026/03/21,マハタ,,,,,,2.8,2.8,0,,
つる丸,大原港,2026/03/21,マダイ,3,3,3,,,1.0,1.0,0,,
つる丸,大原港,2026/03/20,ヒラメ,,,,,,3.0,3.0,0,,
つる丸,大原港,2026/03/20,マダイ,4,4,4,,,,,0,,
勇盛丸,大原港,2026/03/25,マハタ,,,,,,1.56,1.56,0,,
勇盛丸,大原港,2026/03/25,ヒラメ,,,,,,2.2,3.24,0,,
勇盛丸,大原港,2026/03/24,マハタ,,,,,,,,0,,
勇盛丸,大原港,2026/03/24,ヒラメ,,,,,,2.57,2.57,0,,
勇盛丸,大原港,2026/03/22,マハタ,,,,,,,,0,,
勇盛丸,大原港,2026/03/22,ヒラメ,,,,,,2.27,2.8,0,,
勇盛丸,大原港,2026/03/21,マハタ,,,,,,,,0,,
勇盛丸,大原港,2026/03/21,ヒラメ,,,,,,2.7,4.33,0,,
勇盛丸,大原港,2026/03/20,マハタ,,,,,,,,0,,
勇盛丸,大原港,2026/03/20,ヒラメ,,,,,,2.26,3.55,0,,
敷嶋丸,大原港,2026/03/25,フグ,5,19,12,20,30,,,0,太東沖～大原沖,5～20m
敷嶋丸,大原港,2026/03/24,フグ,5,10,7,18,35,,,0,太東沖,20m
敷嶋丸,大原港,2026/03/24,マダイ,,,,,,1.0,1.0,0,,
敷嶋丸,大原港,2026/03/22,フグ,0,13,6,18,38,,,0,太東沖,16m
敷嶋丸,大原港,2026/03/22,フグ,,,,,,5.0,5.0,0,,
敷嶋丸,大原港,2026/03/21,不明,3,6,4,30,40,,,0,御宿沖,60m～太東沖水深18m
敷嶋丸,大原港,2026/03/21,フグ,0,2,1,18,35,,,0,,
敷嶋丸,大原港,2026/03/20,フグ,0,4,2,18,30,,,0,太東沖,16m
新幸丸,大原港,2026/03/24,マダイ,3,6,4,,,0.3,0.8,0,大原沖,23～37m
新幸丸,大原港,2026/03/22,マダイ,1,10,5,,,0.3,0.8,0,大原沖～太東沖,15～37m
新幸丸,大原港,2026/03/21,マダイ,0,3,1,,,0.3,0.7,0,大原沖～岩船沖,15～25m
新幸丸,大原港,2026/03/20,マダイ,0,3,1,,,0.3,0.5,0,大原沖,20m前後
新幸丸,大原港,2026/03/18,マダイ,0,3,1,,,0.3,0.6,0,大原沖,20～35m
新幸丸,大原港,2026/03/18,マダイ,1,11,6,,,0.3,1.2,0,大原沖,18～35m
春栄丸,大原港,2026/03/25,マハタ,0,3,1,,,0.4,4.72,0,大原沖,38～54m～太東沖水深28～42m前後
春栄丸,大原港,2026/03/24,マハタ,1,3,2,,,0.4,1.6,0,大原沖,25～54m
春栄丸,大原港,2026/03/24,ヒラメ,0,1,0,,,1.0,2.4,0,,
春栄丸,大原港,2026/03/23,マハタ,1,3,2,,,0.4,2.26,0,大原沖,25～55m前後
春栄丸,大原港,2026/03/23,ヒラメ,1,2,1,,,1.3,2.5,0,,
春栄丸,大原港,2026/03/23,マダイ,,,,,,2.8,2.8,0,,
春栄丸,大原港,2026/03/22,マハタ,0,4,2,,,0.4,1.8,0,太東沖,25～50m前後
春栄丸,大原港,2026/03/22,ヒラメ,0,3,1,,,0.7,2.5,0,,
春栄丸,大原港,2026/03/21,マハタ,0,4,2,,,0.4,2.0,0,,
春栄丸,大原港,2026/03/21,ヒラメ,0,1,0,,,1.0,4.57,0,,
第三松栄丸,大原港,2026/03/25,ヒラメ,0,3,1,,,0.6,3.51,0,大原沖,16～24m
第三松栄丸,大原港,2026/03/24,ヒラメ,0,3,1,,,0.5,2.6,0,太東沖～大原沖,16～22m
第三松栄丸,大原港,2026/03/23,ヒラメ,0,3,1,,,1.3,2.54,0,大原沖～太東沖,16～22m
第三松栄丸,大原港,2026/03/22,ヒラメ,0,2,1,,,0.6,2.92,0,大原沖,12～30m
第三松栄丸,大原港,2026/03/21,ヒラメ,0,2,1,,,1.2,3.8,0,大原沖,12～18m
石田丸,大津港,2026/03/25,アジ,16,16,16,23,30,,,0,,
石田丸,大津港,2026/03/25,不明,2,2,2,,,,,1,,
石田丸,大津港,2026/03/22,アジ,30,30,30,20,26,,,0,,
石田丸,大津港,2026/03/22,マゴチ,5,5,5,40,50,,,1,,
石田丸,大津港,2026/03/22,不明,,,,42,45,,,0,,
石田丸,大津港,2026/03/22,不明,1,2,1,40,50,,,0,,
石田丸,大津港,2026/03/15,アジ,35,35,35,20,28,,,0,,
石田丸,大津港,2026/03/15,不明,1,2,1,45,50,,,0,,
恒丸,大磯港,2026/03/21,アジ,20,45,32,22,36,,,0,瀬の海,100m前後
第八鶴丸,天津港,2026/03/23,ヤリイカ,11,11,11,20,40,,,1,,
第八鶴丸,天津港,2026/03/22,ヤリイカ,9,25,17,20,40,,,0,,
第八鶴丸,天津港,2026/03/20,ヤリイカ,11,16,13,20,40,,,0,,
第八鶴丸,天津港,2026/03/08,マルイカ,4,12,8,10,18,,,0,,
第八鶴丸,天津港,2026/03/06,カサゴ,1,1,1,,,0.6,0.6,1,,
浜新丸,富津港,2026/03/24,不明,0,5,2,48,65,,,0,富津沖,13m前後
浜新丸,富津港,2026/03/22,不明,4,6,5,53,68,,,0,富津沖,13m前後
浜新丸,富津港,2026/03/22,タチウオ,1,7,4,70,99,,,0,観音崎沖,80m前後
浜新丸,富津港,2026/03/20,不明,1,6,3,48,65,,,0,富津沖,13m前後
浜新丸,富津港,2026/03/20,フグ,0,5,2,14,25,,,0,富津南沖,10m
浜新丸,富津港,2026/03/18,不明,1,5,3,48,65,,,0,富津沖,13m前後
浜新丸,富津港,2026/03/17,不明,1,4,2,53,65,,,0,富津沖,13m前後
共栄丸,富浦港,2026/03/23,マダイ,3,9,6,,,0.5,2.14,0,,
共栄丸,富浦港,2026/03/23,マダイ,7,8,7,,,0.5,1.48,0,,
共栄丸,富浦港,2026/03/21,マダイ,0,6,3,,,0.5,1.46,0,,
共栄丸,富浦港,2026/03/16,マダイ,0,6,3,,,0.6,2.56,0,,
共栄丸,富浦港,2026/03/02,マダイ,0,6,3,,,0.6,1.36,0,,
共栄丸,富浦港,2026/03/01,マダイ,1,7,4,,,0.6,1.85,0,,
洋征丸,小坪港,2026/03/25,アジ,18,41,29,23,40,,,0,秋谷沖～城ヶ島沖タナ87～100m,
洋征丸,小坪港,2026/03/24,アジ,16,48,32,23,41,,,0,秋谷沖～城ヶ島沖タナ57～100m,
洋征丸,小坪港,2026/03/24,不明,1,1,1,62,62,,,1,,
洋征丸,小坪港,2026/03/22,アジ,9,32,20,24,43,,,0,秋谷沖～城ヶ島沖タナ57～100m,
洋征丸,小坪港,2026/03/22,クロムツ,1,6,3,29,40,,,0,,
洋征丸,小坪港,2026/03/21,アジ,8,29,18,23,41,,,0,秋谷沖～城ヶ島沖タナ83～97m,
洋征丸,小坪港,2026/03/21,クロムツ,0,3,1,28,40,,,0,,
洋征丸,小坪港,2026/03/18,アジ,4,15,9,13,40,,,0,三戸浜沖～城ヶ島沖タナ57～107m,
洋征丸,小坪港,2026/03/18,クロムツ,0,6,3,28,45,,,0,,
三喜丸釣船店,小柴港,2026/03/25,アジ,63,129,96,17,28,,,0,小柴沖～南本牧沖,20～25m
三喜丸釣船店,小柴港,2026/03/24,アジ,8,120,64,17,27,,,0,富岡沖～本牧沖,15～25m
三喜丸釣船店,小柴港,2026/03/22,アジ,11,44,27,16,27,,,0,富岡沖～本牧沖,15～25m
三喜丸釣船店,小柴港,2026/03/22,不明,0,3,1,,,0.7,2.0,0,竹岡沖,30m
三喜丸釣船店,小柴港,2026/03/22,不明,0,2,1,,,,,0,,
三喜丸釣船店,小柴港,2026/03/21,アジ,8,91,49,16,27,,,0,富岡沖～本牧沖,15～25m
三喜丸釣船店,小柴港,2026/03/21,アジ,11,43,27,,,,,0,富岡沖～本牧沖,15～25m
三喜丸釣船店,小柴港,2026/03/21,タチウオ,13,38,25,65,90,,,0,久里浜沖,80～120m
三喜丸釣船店,小柴港,2026/03/20,アジ,21,101,61,16,27,,,0,小柴沖～本牧沖,15～25m
三喜丸釣船店,小柴港,2026/03/20,タチウオ,7,41,24,60,90,,,0,久里浜沖,80～140m
三喜丸釣船店,小柴港,2026/03/20,タチウオ,1,20,10,60,90,,,0,,
三喜丸釣船店,小柴港,2026/03/20,不明,0,4,2,,,0.5,1.5,0,竹岡沖,30m
三喜丸釣船店,小柴港,2026/03/20,不明,0,5,2,,,,,0,,
平安丸,小田原早川港,2026/03/25,ヤリイカ,8,10,9,25,40,,,0,東沖,
平安丸,小田原早川港,2026/03/25,キンメダイ,1,3,2,25,30,,,0,真鶴沖～小田原沖,
平安丸,小田原早川港,2026/03/25,クロムツ,1,4,2,25,50,,,0,,
平安丸,小田原早川港,2026/03/25,マダイ,0,1,0,,,0.7,0.7,1,小田原沖,
平安丸,小田原早川港,2026/03/24,不明,0,1,0,,,0.9,3.6,1,小田原沖,
平安丸,小田原早川港,2026/03/24,マダイ,0,1,0,,,0.6,1.0,1,小田原沖～二宮沖,
平安丸,小田原早川港,2026/03/24,ヤリイカ,2,8,5,25,40,,,0,東沖〜二宮沖,
平安丸,小田原早川港,2026/03/22,アジ,38,54,46,22,33,,,0,二宮沖,
平安丸,小田原早川港,2026/03/22,ヒラメ,1,1,1,,,,,1,,
平安丸,小田原早川港,2026/03/22,マダイ,0,1,0,,,0.8,1.3,1,小田原沖～二宮沖,
平安丸,小田原早川港,2026/03/22,クロムツ,1,3,2,25,40,,,0,真鶴沖～小田原沖,
平安丸,小田原早川港,2026/03/21,アジ,8,35,21,22,33,,,0,二宮沖,
平安丸,小田原早川港,2026/03/21,ヤリイカ,0,6,3,25,40,,,0,二宮沖,
平安丸,小田原早川港,2026/03/21,マダイ,0,1,0,,,0.6,0.9,1,小田原沖～二宮沖,
平安丸,小田原早川港,2026/03/20,ヤリイカ,5,10,7,25,40,,,0,二宮沖,
平安丸,小田原早川港,2026/03/20,キンメダイ,0,5,2,25,30,,,0,真鶴沖,
平安丸,小田原早川港,2026/03/20,クロムツ,1,1,1,,,7.7,7.7,1,,
平安丸,小田原早川港,2026/03/20,マダイ,0,2,1,,,0.9,1.3,1,小田原沖～二宮沖,
船宿 まる八,平和島,2026/03/21,シロギス,3,35,19,14,25,,,0,木更津沖,15～20m
船宿 まる八,平和島,2026/03/21,アジ,10,48,29,16,28,,,0,木更津沖,15～25m
船宿 まる八,平和島,2026/03/20,アジ,10,42,26,16,32,,,0,木更津沖,15～25m
船宿 まる八,平和島,2026/03/18,アジ,15,52,33,18,32,,,0,本牧沖,20～30m
船宿 まる八,平和島,2026/03/16,アジ,2,40,21,18,30,,,0,本牧沖,15～30m
