point,date,hour,wave_height,wave_period,wind_speed,wind_dir,sst,weather_code
真鶴沖,2025-06-09,00,0.6,6.3,3.3,257,20.7,3
真鶴沖,2025-06-09,03,0.5,6.6,2.5,269,20.5,3
真鶴沖,2025-06-09,06,0.5,6.8,1.3,315,20.5,3
真鶴沖,2025-06-09,09,0.5,6.5,1.5,68,20.6,3
真鶴沖,2025-06-09,12,0.5,6.2,3.1,135,20.7,3
真鶴沖,2025-06-09,15,0.5,6.0,2.7,162,20.8,51
真鶴沖,2025-06-09,18,0.5,6.2,0.7,205,20.7,61
真鶴沖,2025-06-09,21,0.5,6.4,0.8,191,20.6,61
真鶴沖,2025-06-10,00,0.5,6.3,0.4,210,20.5,51
真鶴沖,2025-06-10,03,0.5,6.3,0.7,312,20.5,53
真鶴沖,2025-06-10,06,0.5,6.6,0.5,34,20.4,61
真鶴沖,2025-06-10,09,0.6,6.7,0.7,321,20.5,63
真鶴沖,2025-06-10,12,0.6,6.5,1.6,217,20.6,53
真鶴沖,2025-06-10,15,0.6,6.3,3.1,226,20.9,53
真鶴沖,2025-06-10,18,0.7,5.5,4.5,236,20.8,51
真鶴沖,2025-06-10,21,0.8,5.0,6.8,244,20.6,51
真鶴沖,2025-06-11,00,1.0,4.8,6.0,234,20.5,51
真鶴沖,2025-06-11,03,1.2,4.9,7.3,237,20.4,55
真鶴沖,2025-06-11,06,1.2,5.2,6.2,236,20.3,63
真鶴沖,2025-06-11,09,1.3,5.6,7.4,247,20.2,53
真鶴沖,2025-06-11,12,1.2,5.7,1.8,287,20.5,3
真鶴沖,2025-06-11,15,1.0,5.8,3.3,255,20.7,55
真鶴沖,2025-06-11,18,1.0,6.0,1.6,257,20.7,51
真鶴沖,2025-06-11,21,0.8,5.9,0.3,333,20.6,3
真鶴沖,2025-06-12,00,0.8,5.8,0.5,326,20.5,3
真鶴沖,2025-06-12,03,0.7,5.8,1.0,323,20.5,3
真鶴沖,2025-06-12,06,0.7,5.8,0.5,297,20.5,3
真鶴沖,2025-06-12,09,0.6,6.0,0.9,108,20.7,3
真鶴沖,2025-06-12,12,0.6,6.1,1.9,153,21.0,3
真鶴沖,2025-06-12,15,0.5,6.1,1.1,152,21.2,3
真鶴沖,2025-06-12,18,0.5,6.2,1.0,143,21.1,3
真鶴沖,2025-06-12,21,0.5,6.2,0.2,349,21.0,3
真鶴沖,2025-06-13,00,0.4,6.3,0.5,338,20.8,3
真鶴沖,2025-06-13,03,0.4,6.5,1.0,354,20.7,3
真鶴沖,2025-06-13,06,0.4,6.6,1.4,32,20.6,3
真鶴沖,2025-06-13,09,0.4,6.8,2.1,75,20.8,3
真鶴沖,2025-06-13,12,0.4,6.8,2.4,135,21.4,3
真鶴沖,2025-06-13,15,0.4,6.2,3.3,156,21.8,2
真鶴沖,2025-06-13,18,0.5,5.9,1.8,172,21.7,3
真鶴沖,2025-06-13,21,0.5,6.2,0.4,277,21.5,3
真鶴沖,2025-06-14,00,0.5,6.2,0.9,260,21.3,3
真鶴沖,2025-06-14,03,0.5,6.2,1.2,239,21.2,3
真鶴沖,2025-06-14,06,0.5,6.2,1.3,259,21.2,3
真鶴沖,2025-06-14,09,0.5,6.0,1.4,172,21.3,3
真鶴沖,2025-06-14,12,0.5,6.2,2.6,171,21.4,51
真鶴沖,2025-06-14,15,0.5,6.2,3.1,182,21.4,53
真鶴沖,2025-06-14,18,0.6,5.3,2.2,194,21.3,51
真鶴沖,2025-06-14,21,1.0,4.7,2.5,229,21.2,63
真鶴沖,2025-06-15,00,1.3,5.2,5.5,229,21.0,63
真鶴沖,2025-06-15,03,1.4,5.4,6.3,232,20.9,53
真鶴沖,2025-06-15,06,1.4,5.5,6.3,232,20.9,51
真鶴沖,2025-06-15,09,1.5,5.8,3.8,238,20.9,63
真鶴沖,2025-06-15,12,1.5,6.0,4.1,254,21.0,51
真鶴沖,2025-06-15,15,1.3,6.0,3.7,260,21.1,3
真鶴沖,2025-06-15,18,1.1,6.0,2.0,276,21.2,3
真鶴沖,2025-06-15,21,1.2,6.7,0.9,276,21.3,2
真鶴沖,2025-06-16,00,1.0,6.5,1.2,290,21.2,51
真鶴沖,2025-06-16,03,0.8,6.5,1.1,241,21.1,3
真鶴沖,2025-06-16,06,0.7,6.7,1.9,224,21.2,51
真鶴沖,2025-06-16,09,0.7,6.9,1.9,178,21.4,51
真鶴沖,2025-06-16,12,0.6,6.9,3.1,164,22.0,3
真鶴沖,2025-06-16,15,0.6,6.3,3.8,255,22.4,3
真鶴沖,2025-06-16,18,0.6,5.0,5.1,268,21.9,3
真鶴沖,2025-06-16,21,0.7,4.8,5.9,257,21.1,3
真鶴沖,2025-06-17,00,0.7,5.1,6.2,256,20.8,3
真鶴沖,2025-06-17,03,0.8,5.3,5.1,258,20.6,3
真鶴沖,2025-06-17,06,0.7,5.1,4.1,264,20.6,3
真鶴沖,2025-06-17,09,0.7,5.5,2.1,261,20.9,0
真鶴沖,2025-06-17,12,0.7,5.3,3.5,267,21.5,0
真鶴沖,2025-06-17,15,0.7,5.3,3.2,259,22.2,0
真鶴沖,2025-06-17,18,0.6,4.8,3.6,262,22.2,0
真鶴沖,2025-06-17,21,0.6,5.2,3.5,268,22.0,1
真鶴沖,2025-06-18,00,0.6,5.5,0.9,273,22.0,3
真鶴沖,2025-06-18,03,0.6,5.8,0.3,270,21.9,3
真鶴沖,2025-06-18,06,0.6,6.0,0.7,222,22.0,1
真鶴沖,2025-06-18,09,0.6,6.0,0.8,142,22.1,2
真鶴沖,2025-06-18,12,0.5,6.0,1.8,160,22.9,1
真鶴沖,2025-06-18,15,0.5,6.2,1.4,188,23.5,1
真鶴沖,2025-06-18,18,0.4,6.4,0.9,124,23.5,0
真鶴沖,2025-06-18,21,0.4,6.5,0.9,342,23.1,0
真鶴沖,2025-06-19,00,0.4,6.7,0.6,315,23.0,1
真鶴沖,2025-06-19,03,0.4,6.8,0.3,338,22.9,1
真鶴沖,2025-06-19,06,0.5,8.2,0.7,295,22.9,0
真鶴沖,2025-06-19,09,0.4,7.8,1.0,123,23.0,0
真鶴沖,2025-06-19,12,0.4,8.2,2.2,147,23.5,1
真鶴沖,2025-06-19,15,0.4,8.0,2.3,152,23.9,1
真鶴沖,2025-06-19,18,0.4,7.7,0.8,128,23.8,1
真鶴沖,2025-06-19,21,0.3,7.5,0.4,337,23.5,3
真鶴沖,2025-06-20,00,0.3,7.5,0.4,111,23.3,3
真鶴沖,2025-06-20,03,0.3,7.8,0.2,127,23.1,3
真鶴沖,2025-06-20,06,0.3,8.0,0.9,100,23.1,51
真鶴沖,2025-06-20,09,0.3,7.7,1.6,117,23.3,2
真鶴沖,2025-06-20,12,0.3,7.7,2.4,143,23.6,0
真鶴沖,2025-06-20,15,0.3,7.2,2.5,147,23.9,0
真鶴沖,2025-06-20,18,0.3,6.2,2.0,142,23.8,1
真鶴沖,2025-06-20,21,0.3,7.0,1.4,176,23.5,2
真鶴沖,2025-06-21,00,0.3,7.2,0.8,197,23.3,3
真鶴沖,2025-06-21,03,0.3,7.2,0.9,246,23.1,1
真鶴沖,2025-06-21,06,0.3,7.5,1.3,272,23.2,3
真鶴沖,2025-06-21,09,0.3,7.6,2.0,166,23.4,3
真鶴沖,2025-06-21,12,0.4,6.9,4.0,160,23.6,1
真鶴沖,2025-06-21,15,0.5,5.0,3.3,189,23.8,3
真鶴沖,2025-06-21,18,0.6,4.7,3.5,247,23.6,1
真鶴沖,2025-06-21,21,0.5,5.0,3.9,244,23.5,1
真鶴沖,2025-06-22,00,0.5,5.2,4.8,241,23.1,1
真鶴沖,2025-06-22,03,0.5,5.0,4.7,238,22.8,3
真鶴沖,2025-06-22,06,0.6,4.9,5.6,241,22.6,3
真鶴沖,2025-06-22,09,0.6,4.7,8.0,242,22.5,2
真鶴沖,2025-06-22,12,0.7,4.5,7.3,246,22.6,1
真鶴沖,2025-06-22,15,0.8,4.5,6.9,247,22.6,0
真鶴沖,2025-06-22,18,0.8,4.7,6.0,250,22.5,3
真鶴沖,2025-06-22,21,0.8,4.9,4.8,235,22.5,3
真鶴沖,2025-06-23,00,0.7,5.0,5.3,243,22.4,51
真鶴沖,2025-06-23,03,0.7,5.1,5.3,243,22.2,3
真鶴沖,2025-06-23,06,0.7,5.2,4.8,240,22.2,51
真鶴沖,2025-06-23,09,0.7,5.2,5.2,242,22.2,51
真鶴沖,2025-06-23,12,0.7,5.6,6.3,247,22.4,51
真鶴沖,2025-06-23,15,0.7,6.1,5.2,241,22.5,3
真鶴沖,2025-06-23,18,0.7,6.3,3.7,235,22.5,3
真鶴沖,2025-06-23,21,0.7,6.5,3.3,235,22.5,3
真鶴沖,2025-06-24,00,0.7,6.8,2.2,233,22.5,3
真鶴沖,2025-06-24,03,0.7,7.1,2.5,247,22.5,3
真鶴沖,2025-06-24,06,0.7,7.0,2.2,224,22.5,53
真鶴沖,2025-06-24,09,0.6,6.8,1.8,242,22.7,3
真鶴沖,2025-06-24,12,0.6,6.7,1.8,139,23.0,51
真鶴沖,2025-06-24,15,0.6,6.9,1.2,130,23.2,3
真鶴沖,2025-06-24,18,0.6,7.3,1.0,79,23.3,51
真鶴沖,2025-06-24,21,0.7,7.8,1.0,357,23.2,3
真鶴沖,2025-06-25,00,0.8,8.9,1.3,155,23.2,51
真鶴沖,2025-06-25,03,1.1,9.6,1.0,321,23.2,3
真鶴沖,2025-06-25,06,1.3,9.2,2.1,22,23.2,51
真鶴沖,2025-06-25,09,1.6,9.4,1.8,53,23.4,53
真鶴沖,2025-06-25,12,1.5,8.8,1.5,86,23.9,51
真鶴沖,2025-06-25,15,1.3,8.1,1.3,116,24.4,51
真鶴沖,2025-06-25,18,1.3,7.8,1.5,26,24.3,51
真鶴沖,2025-06-25,21,1.3,7.4,2.9,4,24.1,61
真鶴沖,2025-06-26,00,1.4,7.5,3.1,348,23.9,51
真鶴沖,2025-06-26,03,1.4,7.3,3.1,345,23.8,3
真鶴沖,2025-06-26,06,1.3,7.3,3.0,237,23.8,0
真鶴沖,2025-06-26,09,1.2,7.2,3.9,224,23.9,3
真鶴沖,2025-06-26,12,1.0,6.8,6.4,247,24.0,3
真鶴沖,2025-06-26,15,1.0,6.0,6.6,246,23.9,51
真鶴沖,2025-06-26,18,1.1,5.8,3.8,250,23.8,3
真鶴沖,2025-06-26,21,1.0,5.7,5.4,250,23.6,51
真鶴沖,2025-06-27,00,0.9,5.8,4.6,267,23.5,2
真鶴沖,2025-06-27,03,0.8,5.7,3.3,260,23.5,3
真鶴沖,2025-06-27,06,0.8,5.8,3.1,270,23.5,3
真鶴沖,2025-06-27,09,0.7,5.9,2.3,264,23.8,3
真鶴沖,2025-06-27,12,0.7,6.0,2.2,165,24.3,3
真鶴沖,2025-06-27,15,0.6,5.8,0.5,17,24.9,51
真鶴沖,2025-06-27,18,0.6,6.0,1.5,80,24.9,3
真鶴沖,2025-06-27,21,0.6,6.3,0.9,353,24.8,3
真鶴沖,2025-06-28,00,0.6,6.7,2.0,338,24.6,0
真鶴沖,2025-06-28,03,0.5,6.8,1.5,319,24.5,1
真鶴沖,2025-06-28,06,0.5,7.0,0.6,325,24.5,3
真鶴沖,2025-06-28,09,0.5,7.8,1.6,117,24.5,2
真鶴沖,2025-06-28,12,0.5,8.3,2.3,156,25.0,3
真鶴沖,2025-06-28,15,0.5,8.8,1.9,178,25.4,3
真鶴沖,2025-06-28,18,0.5,9.0,2.9,164,25.1,0
真鶴沖,2025-06-28,21,0.5,8.9,1.4,264,24.8,0
真鶴沖,2025-06-29,00,0.5,8.9,2.1,271,24.5,0
真鶴沖,2025-06-29,03,0.5,8.8,1.3,297,24.3,0
真鶴沖,2025-06-29,06,0.5,8.9,1.2,344,24.4,0
真鶴沖,2025-06-29,09,0.5,9.2,1.7,117,24.5,1
真鶴沖,2025-06-29,12,0.6,10.2,3.1,172,25.0,3
真鶴沖,2025-06-29,15,0.6,8.2,3.3,231,25.4,3
真鶴沖,2025-06-29,18,0.6,6.8,3.7,261,25.0,0
真鶴沖,2025-06-29,21,0.6,7.3,3.9,272,24.5,1
真鶴沖,2025-06-30,00,0.6,7.4,3.2,280,24.3,0
真鶴沖,2025-06-30,03,0.5,8.1,2.9,281,24.2,0
真鶴沖,2025-06-30,06,0.5,8.6,1.9,295,24.4,0
真鶴沖,2025-06-30,09,0.5,9.0,1.2,133,24.7,2
真鶴沖,2025-06-30,12,0.5,8.7,3.1,157,25.2,3
真鶴沖,2025-06-30,15,0.6,7.2,2.8,213,25.6,3
真鶴沖,2025-06-30,18,0.6,6.6,3.5,250,25.3,3
真鶴沖,2025-06-30,21,0.6,6.8,3.7,265,24.9,2
勝浦灯台沖,2025-06-01,00,2.1,9.1,4.1,330,19.0,51
勝浦灯台沖,2025-06-01,03,1.8,8.8,3.1,3,19.3,51
勝浦灯台沖,2025-06-01,06,1.6,8.4,2.5,40,19.5,51
勝浦灯台沖,2025-06-01,09,1.4,8.2,2.7,52,19.9,51
勝浦灯台沖,2025-06-01,12,1.4,8.2,3.2,90,20.3,2
勝浦灯台沖,2025-06-01,15,1.3,8.2,2.5,110,20.6,51
勝浦灯台沖,2025-06-01,18,1.8,9.3,2.1,95,20.8,1
勝浦灯台沖,2025-06-01,21,1.6,8.8,2.2,63,20.8,2
勝浦灯台沖,2025-06-02,00,1.5,8.4,1.5,99,20.9,3
勝浦灯台沖,2025-06-02,03,1.3,8.2,0.1,270,20.9,2
勝浦灯台沖,2025-06-02,06,1.2,8.1,0.9,209,20.9,3
勝浦灯台沖,2025-06-02,09,1.1,7.7,2.2,149,21.0,51
勝浦灯台沖,2025-06-02,12,1.1,7.8,4.8,158,21.0,51
勝浦灯台沖,2025-06-02,15,1.1,7.7,5.3,168,21.1,3
勝浦灯台沖,2025-06-02,18,1.1,7.3,4.0,181,21.0,3
勝浦灯台沖,2025-06-02,21,1.1,7.2,3.7,176,21.0,3
勝浦灯台沖,2025-06-03,00,1.1,7.0,5.2,212,20.9,3
勝浦灯台沖,2025-06-03,03,1.1,7.2,4.0,213,20.8,3
勝浦灯台沖,2025-06-03,06,1.0,7.3,4.2,221,20.8,3
勝浦灯台沖,2025-06-03,09,1.0,7.6,3.8,215,20.8,61
勝浦灯台沖,2025-06-03,12,0.9,7.5,5.4,178,20.8,63
勝浦灯台沖,2025-06-03,15,1.1,6.4,7.2,145,20.8,63
勝浦灯台沖,2025-06-03,18,1.4,6.1,7.8,137,20.8,63
勝浦灯台沖,2025-06-03,21,1.7,6.5,6.1,239,20.9,3
勝浦灯台沖,2025-06-04,00,1.8,7.0,4.3,326,20.9,3
勝浦灯台沖,2025-06-04,03,1.7,7.2,1.2,285,20.9,3
勝浦灯台沖,2025-06-04,06,1.6,7.2,0.3,153,21.0,3
勝浦灯台沖,2025-06-04,09,1.6,7.5,2.6,183,21.1,1
勝浦灯台沖,2025-06-04,12,1.5,7.4,3.3,176,21.3,3
勝浦灯台沖,2025-06-04,15,1.5,7.2,3.2,211,21.5,1
勝浦灯台沖,2025-06-04,18,1.5,7.0,2.0,228,21.4,0
勝浦灯台沖,2025-06-04,21,1.5,6.8,1.9,357,21.3,0
勝浦灯台沖,2025-06-05,00,1.5,6.8,2.9,359,21.1,0
勝浦灯台沖,2025-06-05,03,1.3,6.8,6.0,6,20.9,2
勝浦灯台沖,2025-06-05,06,1.2,6.5,3.9,13,20.9,2
勝浦灯台沖,2025-06-05,09,1.1,6.8,1.1,281,21.0,2
勝浦灯台沖,2025-06-05,12,1.0,7.1,3.3,191,21.2,0
勝浦灯台沖,2025-06-05,15,0.9,7.0,4.5,197,21.5,0
勝浦灯台沖,2025-06-05,18,0.9,7.1,3.4,195,21.4,0
勝浦灯台沖,2025-06-05,21,0.9,7.0,4.3,198,21.2,0
勝浦灯台沖,2025-06-06,00,0.9,6.9,4.9,214,21.0,0
勝浦灯台沖,2025-06-06,03,0.9,6.6,4.7,212,20.9,3
勝浦灯台沖,2025-06-06,06,0.9,6.7,5.3,220,20.9,3
勝浦灯台沖,2025-06-06,09,1.0,7.0,6.0,213,20.9,0
勝浦灯台沖,2025-06-06,12,1.0,7.0,6.8,201,20.9,3
勝浦灯台沖,2025-06-06,15,1.1,6.6,7.5,204,21.0,3
勝浦灯台沖,2025-06-06,18,1.1,6.4,6.8,207,21.0,3
勝浦灯台沖,2025-06-06,21,1.1,6.3,6.7,209,20.9,3
勝浦灯台沖,2025-06-07,00,1.0,6.6,6.5,217,20.9,3
勝浦灯台沖,2025-06-07,03,1.0,7.0,5.9,219,20.8,3
勝浦灯台沖,2025-06-07,06,1.0,7.0,5.9,214,20.7,3
勝浦灯台沖,2025-06-07,09,1.0,7.3,6.1,218,20.6,3
勝浦灯台沖,2025-06-07,12,1.0,7.0,6.2,200,20.8,3
勝浦灯台沖,2025-06-07,15,1.0,6.5,6.5,200,20.9,3
勝浦灯台沖,2025-06-07,18,1.1,7.2,4.5,192,20.8,3
勝浦灯台沖,2025-06-07,21,1.0,7.5,2.8,209,20.7,1
勝浦灯台沖,2025-06-08,00,0.9,7.5,2.0,202,20.6,3
勝浦灯台沖,2025-06-08,03,0.8,7.5,2.2,239,20.6,3
勝浦灯台沖,2025-06-08,06,0.8,7.5,0.7,243,20.6,3
勝浦灯台沖,2025-06-08,09,0.9,7.3,1.1,16,20.6,3
勝浦灯台沖,2025-06-08,12,0.9,7.2,1.4,29,20.8,3
勝浦灯台沖,2025-06-08,15,0.9,7.1,1.5,152,20.9,3
勝浦灯台沖,2025-06-08,18,0.8,7.2,2.0,186,20.9,3
勝浦灯台沖,2025-06-08,21,0.8,7.1,4.2,210,20.8,3
勝浦灯台沖,2025-06-09,00,0.8,7.0,2.0,224,20.6,3
勝浦灯台沖,2025-06-09,03,0.8,7.2,3.1,175,20.5,3
勝浦灯台沖,2025-06-09,06,0.7,7.2,3.7,210,20.5,3
勝浦灯台沖,2025-06-09,09,0.8,6.4,4.2,192,20.4,3
勝浦灯台沖,2025-06-09,12,0.7,6.3,3.5,194,20.3,3
勝浦灯台沖,2025-06-09,15,0.7,6.8,3.2,156,20.3,53
勝浦灯台沖,2025-06-09,18,0.7,7.0,2.1,128,20.2,61
勝浦灯台沖,2025-06-09,21,0.7,7.0,2.0,118,20.2,65
勝浦灯台沖,2025-06-10,00,0.7,6.9,0.9,135,20.2,53
勝浦灯台沖,2025-06-10,03,0.7,7.0,2.1,357,20.2,51
勝浦灯台沖,2025-06-10,06,0.8,7.5,2.0,15,20.2,63
勝浦灯台沖,2025-06-10,09,0.8,7.0,1.9,70,20.3,53
勝浦灯台沖,2025-06-10,12,0.9,6.2,1.8,151,20.5,3
勝浦灯台沖,2025-06-10,15,1.0,5.6,6.4,222,20.5,51
勝浦灯台沖,2025-06-10,18,1.1,5.1,8.7,222,20.1,3
勝浦灯台沖,2025-06-10,21,1.3,5.1,8.4,227,19.6,3
勝浦灯台沖,2025-06-11,00,1.4,5.2,8.7,224,19.4,3
勝浦灯台沖,2025-06-11,03,1.6,5.5,8.8,221,19.1,55
勝浦灯台沖,2025-06-11,06,1.8,5.8,9.7,225,19.0,3
勝浦灯台沖,2025-06-11,09,2.1,6.0,10.0,224,18.8,3
勝浦灯台沖,2025-06-11,12,2.1,6.2,9.6,228,18.7,51
勝浦灯台沖,2025-06-11,15,1.9,6.2,8.3,229,18.6,3
勝浦灯台沖,2025-06-11,18,1.8,6.4,7.8,238,18.6,3
勝浦灯台沖,2025-06-11,21,1.5,6.3,2.1,252,18.6,3
勝浦灯台沖,2025-06-12,00,1.3,6.2,1.1,11,18.6,3
勝浦灯台沖,2025-06-12,03,1.1,6.2,1.8,351,18.8,3
勝浦灯台沖,2025-06-12,06,1.0,6.2,2.0,357,19.0,2
勝浦灯台沖,2025-06-12,09,0.9,6.3,2.5,22,19.2,51
勝浦灯台沖,2025-06-12,12,0.9,6.4,3.4,76,19.7,3
勝浦灯台沖,2025-06-12,15,0.8,6.6,2.2,127,20.1,3
勝浦灯台沖,2025-06-12,18,0.7,6.5,1.5,101,20.1,3
勝浦灯台沖,2025-06-12,21,0.7,6.4,1.4,90,20.0,3
勝浦灯台沖,2025-06-13,00,0.7,6.2,0.6,142,20.0,3
勝浦灯台沖,2025-06-13,03,0.6,6.4,1.4,54,20.0,3
勝浦灯台沖,2025-06-13,06,0.6,6.6,2.8,41,20.0,3
勝浦灯台沖,2025-06-13,09,0.6,6.7,3.5,76,20.0,3
勝浦灯台沖,2025-06-13,12,0.6,6.6,3.7,85,20.5,3
勝浦灯台沖,2025-06-13,15,0.6,6.5,3.0,108,21.0,3
勝浦灯台沖,2025-06-13,18,0.6,6.6,2.4,134,21.0,3
勝浦灯台沖,2025-06-13,21,0.7,6.7,2.1,152,20.9,3
勝浦灯台沖,2025-06-14,00,0.6,6.7,2.5,152,20.7,3
勝浦灯台沖,2025-06-14,03,0.7,6.5,2.9,165,20.6,3
勝浦灯台沖,2025-06-14,06,0.6,6.2,3.5,183,20.5,3
勝浦灯台沖,2025-06-14,09,0.6,6.3,4.5,186,20.5,3
勝浦灯台沖,2025-06-14,12,0.7,6.8,5.1,185,20.6,51
勝浦灯台沖,2025-06-14,15,0.7,7.2,4.8,176,20.6,51
勝浦灯台沖,2025-06-14,18,1.0,6.7,6.8,179,20.4,55
勝浦灯台沖,2025-06-14,21,1.4,5.5,8.7,177,20.1,55
勝浦灯台沖,2025-06-15,00,1.7,5.7,10.1,193,19.9,51
勝浦灯台沖,2025-06-15,03,1.9,5.8,10.2,216,19.7,3
勝浦灯台沖,2025-06-15,06,2.0,5.8,9.9,217,19.4,63
勝浦灯台沖,2025-06-15,09,2.3,6.2,8.9,212,19.1,63
勝浦灯台沖,2025-06-15,12,2.3,6.5,9.4,217,19.0,53
勝浦灯台沖,2025-06-15,15,2.0,6.3,7.7,232,18.8,3
勝浦灯台沖,2025-06-15,18,1.9,6.5,5.9,233,18.8,3
勝浦灯台沖,2025-06-15,21,1.8,6.8,1.6,268,18.8,1
勝浦灯台沖,2025-06-16,00,1.7,7.0,2.2,359,18.8,1
勝浦灯台沖,2025-06-16,03,1.5,7.0,3.5,19,18.8,3
勝浦灯台沖,2025-06-16,06,1.2,7.0,3.3,20,19.0,3
勝浦灯台沖,2025-06-16,09,1.1,7.2,1.4,65,19.4,3
勝浦灯台沖,2025-06-16,12,1.1,7.2,2.7,166,20.0,3
勝浦灯台沖,2025-06-16,15,1.0,7.2,3.2,197,20.5,3
勝浦灯台沖,2025-06-16,18,0.8,6.0,3.5,237,20.4,1
勝浦灯台沖,2025-06-16,21,1.1,5.7,4.4,240,20.0,1
勝浦灯台沖,2025-06-17,00,1.4,5.8,7.5,239,19.6,0
勝浦灯台沖,2025-06-17,03,1.5,6.0,8.0,244,19.4,0
勝浦灯台沖,2025-06-17,06,1.2,5.5,6.6,257,19.5,0
勝浦灯台沖,2025-06-17,09,1.3,6.0,2.7,243,19.6,0
勝浦灯台沖,2025-06-17,12,1.3,6.0,4.6,222,19.9,0
勝浦灯台沖,2025-06-17,15,1.2,6.1,5.3,229,20.0,0
勝浦灯台沖,2025-06-17,18,1.0,5.5,4.0,229,20.0,0
勝浦灯台沖,2025-06-17,21,1.0,5.8,2.6,250,20.1,0
勝浦灯台沖,2025-06-18,00,1.1,5.9,1.9,286,20.1,0
勝浦灯台沖,2025-06-18,03,1.0,6.2,1.6,353,20.1,1
勝浦灯台沖,2025-06-18,06,1.0,6.5,3.4,354,20.1,3
勝浦灯台沖,2025-06-18,09,0.9,6.8,4.0,28,20.4,3
勝浦灯台沖,2025-06-18,12,0.8,6.7,3.9,42,21.1,3
勝浦灯台沖,2025-06-18,15,0.7,6.7,3.4,56,21.9,3
勝浦灯台沖,2025-06-18,18,0.7,7.0,2.3,59,22.1,3
勝浦灯台沖,2025-06-18,21,0.6,7.1,2.0,15,22.2,3
勝浦灯台沖,2025-06-19,00,0.6,7.3,1.2,25,22.4,3
勝浦灯台沖,2025-06-19,03,0.6,7.3,2.0,37,22.5,3
勝浦灯台沖,2025-06-19,06,0.6,7.9,2.1,46,22.7,3
勝浦灯台沖,2025-06-19,09,0.7,8.3,2.1,54,23.0,3
勝浦灯台沖,2025-06-19,12,0.7,8.5,3.1,106,23.6,1
勝浦灯台沖,2025-06-19,15,0.7,8.0,2.5,122,24.2,2
勝浦灯台沖,2025-06-19,18,0.6,7.6,2.0,126,24.2,3
勝浦灯台沖,2025-06-19,21,0.6,7.3,0.3,45,24.1,3
勝浦灯台沖,2025-06-20,00,0.5,7.5,1.7,95,24.0,3
勝浦灯台沖,2025-06-20,03,0.6,7.9,1.1,68,23.8,3
勝浦灯台沖,2025-06-20,06,0.5,7.5,1.6,50,23.6,3
勝浦灯台沖,2025-06-20,09,0.5,7.2,2.8,88,23.6,51
勝浦灯台沖,2025-06-20,12,0.5,7.0,3.1,92,24.0,0
勝浦灯台沖,2025-06-20,15,0.5,7.1,2.9,111,24.2,1
勝浦灯台沖,2025-06-20,18,0.5,7.5,2.3,140,24.1,0
勝浦灯台沖,2025-06-20,21,0.5,7.5,1.3,191,23.8,2
勝浦灯台沖,2025-06-21,00,0.5,7.4,1.5,189,23.6,2
勝浦灯台沖,2025-06-21,03,0.5,7.5,1.2,187,23.5,3
勝浦灯台沖,2025-06-21,06,0.5,7.6,0.6,231,23.6,3
勝浦灯台沖,2025-06-21,09,0.5,7.6,2.1,176,23.8,51
勝浦灯台沖,2025-06-21,12,0.5,7.5,3.6,179,24.0,2
勝浦灯台沖,2025-06-21,15,0.5,7.5,4.3,190,24.1,3
勝浦灯台沖,2025-06-21,18,0.5,7.5,4.6,208,24.0,3
勝浦灯台沖,2025-06-21,21,0.6,6.5,5.0,212,23.5,0
勝浦灯台沖,2025-06-22,00,0.6,6.0,6.5,208,23.1,3
勝浦灯台沖,2025-06-22,03,0.7,5.5,7.0,224,22.7,3
勝浦灯台沖,2025-06-22,06,0.9,5.4,7.1,224,22.5,3
勝浦灯台沖,2025-06-22,09,0.9,5.2,8.7,223,22.3,1
勝浦灯台沖,2025-06-22,12,1.1,5.0,9.3,216,22.3,0
勝浦灯台沖,2025-06-22,15,1.2,5.0,10.1,216,22.3,1
勝浦灯台沖,2025-06-22,18,1.2,5.2,8.8,217,22.3,0
勝浦灯台沖,2025-06-22,21,1.2,5.2,8.2,214,22.2,1
勝浦灯台沖,2025-06-23,00,1.1,5.2,7.8,222,22.0,2
勝浦灯台沖,2025-06-23,03,1.1,5.2,7.7,213,21.6,1
勝浦灯台沖,2025-06-23,06,1.0,5.2,7.7,221,21.4,3
勝浦灯台沖,2025-06-23,09,1.0,5.4,8.3,217,21.2,3
勝浦灯台沖,2025-06-23,12,1.0,5.7,7.3,213,21.1,3
勝浦灯台沖,2025-06-23,15,1.0,6.0,7.4,214,21.2,3
勝浦灯台沖,2025-06-23,18,1.0,6.0,6.2,208,21.2,3
勝浦灯台沖,2025-06-23,21,1.1,6.5,6.4,208,21.2,3
勝浦灯台沖,2025-06-24,00,1.0,6.5,4.6,204,21.4,3
勝浦灯台沖,2025-06-24,03,1.0,6.8,4.9,196,21.5,3
勝浦灯台沖,2025-06-24,06,0.9,6.6,3.7,208,22.0,3
勝浦灯台沖,2025-06-24,09,0.8,6.7,4.1,203,22.4,53
勝浦灯台沖,2025-06-24,12,0.8,6.9,4.1,157,23.0,53
勝浦灯台沖,2025-06-24,15,0.8,7.2,2.7,174,23.4,53
勝浦灯台沖,2025-06-24,18,0.9,7.7,3.2,144,23.7,51
勝浦灯台沖,2025-06-24,21,1.0,8.2,2.3,110,23.9,53
勝浦灯台沖,2025-06-25,00,1.4,9.2,1.2,52,24.0,53
勝浦灯台沖,2025-06-25,03,1.8,9.3,1.8,125,24.0,51
勝浦灯台沖,2025-06-25,06,1.8,9.0,3.1,140,24.0,51
