port,date,hour,tide_cm
鹿島,2024-08-11,08,118.8
鹿島,2024-08-11,09,113.9
鹿島,2024-08-11,10,104.4
鹿島,2024-08-11,11,92.8
鹿島,2024-08-11,12,82.4
鹿島,2024-08-11,13,76.3
鹿島,2024-08-11,14,76.7
鹿島,2024-08-11,15,84.3
鹿島,2024-08-11,16,97.8
鹿島,2024-08-11,17,113.8
鹿島,2024-08-11,18,128.2
鹿島,2024-08-11,19,137.2
鹿島,2024-08-11,20,138.2
鹿島,2024-08-11,21,131
鹿島,2024-08-11,22,117.2
鹿島,2024-08-11,23,100.1
鹿島,2024-08-12,00,83.2
鹿島,2024-08-12,01,70.2
鹿島,2024-08-12,02,63.4
鹿島,2024-08-12,03,63.7
鹿島,2024-08-12,04,70.2
鹿島,2024-08-12,05,80.8
鹿島,2024-08-12,06,92.5
鹿島,2024-08-12,07,102.5
鹿島,2024-08-12,08,108.7
鹿島,2024-08-12,09,110.2
鹿島,2024-08-12,10,107.4
鹿島,2024-08-12,11,101.8
鹿島,2024-08-12,12,95.3
鹿島,2024-08-12,13,90.4
鹿島,2024-08-12,14,89.2
鹿島,2024-08-12,15,93
鹿島,2024-08-12,16,101.6
鹿島,2024-08-12,17,113.5
鹿島,2024-08-12,18,125.7
鹿島,2024-08-12,19,134.8
鹿島,2024-08-12,20,138
鹿島,2024-08-12,21,134
鹿島,2024-08-12,22,123.5
鹿島,2024-08-12,23,108.4
鹿島,2024-08-13,00,91.7
鹿島,2024-08-13,01,76.5
鹿島,2024-08-13,02,65.3
鹿島,2024-08-13,03,59.8
鹿島,2024-08-13,04,60.1
鹿島,2024-08-13,05,65.6
鹿島,2024-08-13,06,74.4
鹿島,2024-08-13,07,84.4
鹿島,2024-08-13,08,93.4
鹿島,2024-08-13,09,100.1
鹿島,2024-08-13,10,103.8
鹿島,2024-08-13,11,104.8
鹿島,2024-08-13,12,103.8
鹿島,2024-08-13,13,102.3
鹿島,2024-08-13,14,101.7
鹿島,2024-08-13,15,103.3
鹿島,2024-08-13,16,107.9
鹿島,2024-08-13,17,115.3
鹿島,2024-08-13,18,124
鹿島,2024-08-13,19,131.9
鹿島,2024-08-13,20,136.3
鹿島,2024-08-13,21,135.6
鹿島,2024-08-13,22,129.1
鹿島,2024-08-13,23,117.7
鹿島,2024-08-14,00,103
鹿島,2024-08-14,01,87.4
鹿島,2024-08-14,02,73.2
鹿島,2024-08-14,03,62.3
鹿島,2024-08-14,04,55.9
鹿島,2024-08-14,05,54.5
鹿島,2024-08-14,06,57.9
鹿島,2024-08-14,07,65
鹿島,2024-08-14,08,74.2
鹿島,2024-08-14,09,84
鹿島,2024-08-14,10,93.2
鹿島,2024-08-14,11,100.8
鹿島,2024-08-14,12,106.4
鹿島,2024-08-14,13,110
鹿島,2024-08-14,14,112.2
鹿島,2024-08-14,15,113.8
鹿島,2024-08-14,16,115.8
鹿島,2024-08-14,17,119.1
鹿島,2024-08-14,18,123.7
鹿島,2024-08-14,19,128.8
鹿島,2024-08-14,20,133.2
鹿島,2024-08-14,21,135
鹿島,2024-08-14,22,133
鹿島,2024-08-14,23,126.5
鹿島,2024-08-15,00,115.9
鹿島,2024-08-15,01,102.3
鹿島,2024-08-15,02,87.2
鹿島,2024-08-15,03,72.4
鹿島,2024-08-15,04,59.5
鹿島,2024-08-15,05,50.4
鹿島,2024-08-15,06,46.1
鹿島,2024-08-15,07,47.3
鹿島,2024-08-15,08,53.6
鹿島,2024-08-15,09,63.8
鹿島,2024-08-15,10,76.4
鹿島,2024-08-15,11,89.6
鹿島,2024-08-15,12,101.8
鹿島,2024-08-15,13,111.8
鹿島,2024-08-15,14,118.8
鹿島,2024-08-15,15,122.6
鹿島,2024-08-15,16,124.1
鹿島,2024-08-15,17,124.3
鹿島,2024-08-15,18,124.7
鹿島,2024-08-15,19,126.1
鹿島,2024-08-15,20,128.7
鹿島,2024-08-15,21,131.6
鹿島,2024-08-15,22,133.4
鹿島,2024-08-15,23,132.5
鹿島,2024-08-16,00,127.9
鹿島,2024-08-16,01,118.9
鹿島,2024-08-16,02,105.8
鹿島,2024-08-16,03,89.6
鹿島,2024-08-16,04,72
鹿島,2024-08-16,05,55.4
鹿島,2024-08-16,06,42.4
鹿島,2024-08-16,07,35.3
鹿島,2024-08-16,08,35.3
鹿島,2024-08-16,09,42.5
鹿島,2024-08-16,10,55.6
鹿島,2024-08-16,11,72.4
鹿島,2024-08-16,12,90.4
鹿島,2024-08-16,13,107
鹿島,2024-08-16,14,120
鹿島,2024-08-16,15,128.1
鹿島,2024-08-16,16,131.2
鹿島,2024-08-16,17,130.2
鹿島,2024-08-16,18,127.1
鹿島,2024-08-16,19,124.3
鹿島,2024-08-16,20,123.4
鹿島,2024-08-16,21,125.3
鹿島,2024-08-16,22,129.3
鹿島,2024-08-16,23,133.5
鹿島,2024-08-17,00,135.6
鹿島,2024-08-17,01,133.5
鹿島,2024-08-17,02,125.6
鹿島,2024-08-17,03,111.5
鹿島,2024-08-17,04,92.3
鹿島,2024-08-17,05,70.4
鹿島,2024-08-17,06,49.2
鹿島,2024-08-17,07,32.6
鹿島,2024-08-17,08,23.8
鹿島,2024-08-17,09,24.4
鹿島,2024-08-17,10,34.4
鹿島,2024-08-17,11,51.8
鹿島,2024-08-17,12,73.5
鹿島,2024-08-17,13,95.9
鹿島,2024-08-17,14,115.3
鹿島,2024-08-17,15,129.1
鹿島,2024-08-17,16,135.8
鹿島,2024-08-17,17,135.7
鹿島,2024-08-17,18,130.7
鹿島,2024-08-17,19,123.8
鹿島,2024-08-17,20,118.5
鹿島,2024-08-17,21,117.1
鹿島,2024-08-17,22,120.7
鹿島,2024-08-17,23,127.9
鹿島,2024-08-18,00,136.2
鹿島,2024-08-18,01,141.9
鹿島,2024-08-18,02,141.8
鹿島,2024-08-18,03,133.5
鹿島,2024-08-18,04,116.8
鹿島,2024-08-18,05,93.2
鹿島,2024-08-18,06,66.5
鹿島,2024-08-18,07,41.4
鹿島,2024-08-18,08,22.7
鹿島,2024-08-18,09,14.3
鹿島,2024-08-18,10,17.6
鹿島,2024-08-18,11,31.9
鹿島,2024-08-18,12,54.3
鹿島,2024-08-18,13,80.4
鹿島,2024-08-18,14,105.5
鹿島,2024-08-18,15,125.4
鹿島,2024-08-18,16,137.2
鹿島,2024-08-18,17,140
鹿島,2024-08-18,18,134.9
鹿島,2024-08-18,19,125.2
鹿島,2024-08-18,20,115
鹿島,2024-08-18,21,108.7
鹿島,2024-08-18,22,109
鹿島,2024-08-18,23,116.3
鹿島,2024-08-19,00,128.3
鹿島,2024-08-19,01,141
鹿島,2024-08-19,02,149.6
鹿島,2024-08-19,03,150
鹿島,2024-08-19,04,139.8
鹿島,2024-08-19,05,119.4
鹿島,2024-08-19,06,91.5
鹿島,2024-08-19,07,61
鹿島,2024-08-19,08,33.8
鹿島,2024-08-19,09,15.5
鹿島,2024-08-19,10,9.8
鹿島,2024-08-19,11,17.6
鹿島,2024-08-19,12,36.9
鹿島,2024-08-19,13,63.6
鹿島,2024-08-19,14,92.3
鹿島,2024-08-19,15,117.6
鹿島,2024-08-19,16,135.1
鹿島,2024-08-19,17,142.2
鹿島,2024-08-19,18,139.1
鹿島,2024-08-19,19,128.3
鹿島,2024-08-19,20,114.2
鹿島,2024-08-19,21,102.3
鹿島,2024-08-19,22,97
鹿島,2024-08-19,23,100.8
鹿島,2024-08-20,00,112.9
鹿島,2024-08-20,01,129.8
鹿島,2024-08-20,02,146.1
鹿島,2024-08-20,03,156.1
鹿島,2024-08-20,04,155.5
鹿島,2024-08-20,05,142.5
鹿島,2024-08-20,06,118.4
鹿島,2024-08-20,07,87.3
鹿島,2024-08-20,08,55.3
鹿島,2024-08-20,09,29
鹿島,2024-08-20,10,13.8
鹿島,2024-08-20,11,12.8
鹿島,2024-08-20,12,25.7
鹿島,2024-08-20,13,49.6
鹿島,2024-08-20,14,78.9
鹿島,2024-08-20,15,107.6
鹿島,2024-08-20,16,130
鹿島,2024-08-20,17,142.2
鹿島,2024-08-20,18,142.6
鹿島,2024-08-20,19,132.7
鹿島,2024-08-20,20,116.3
鹿島,2024-08-20,21,99.3
鹿島,2024-08-20,22,87.5
鹿島,2024-08-20,23,85.1
鹿島,2024-08-21,00,93.4
鹿島,2024-08-21,01,110.5
鹿島,2024-08-21,02,131.3
鹿島,2024-08-21,03,149.4
鹿島,2024-08-21,04,159
鹿島,2024-08-21,05,156.3
鹿島,2024-08-21,06,140.6
鹿島,2024-08-21,07,114.2
鹿島,2024-08-21,08,82.4
鹿島,2024-08-21,09,51.9
鹿島,2024-08-21,10,29.3
鹿島,2024-08-21,11,19.4
鹿島,2024-08-21,12,24.1
鹿島,2024-08-21,13,42
鹿島,2024-08-21,14,68.6
鹿島,2024-08-21,15,97.9
鹿島,2024-08-21,16,123.5
鹿島,2024-08-21,17,140.2
鹿島,2024-08-21,18,144.9
鹿島,2024-08-21,19,137.6
鹿島,2024-08-21,20,121.2
鹿島,2024-08-21,21,100.8
鹿島,2024-08-21,22,82.9
鹿島,2024-08-21,23,73
鹿島,2024-08-22,00,74.5
鹿島,2024-08-22,01,87.4
鹿島,2024-08-22,02,108.2
鹿島,2024-08-22,03,131
鹿島,2024-08-22,04,149
鹿島,2024-08-22,05,157
鹿島,2024-08-22,06,152.1
鹿島,2024-08-22,07,134.7
鹿島,2024-08-22,08,108.3
鹿島,2024-08-22,09,78.9
鹿島,2024-08-22,10,52.9
鹿島,2024-08-22,11,36.4
鹿島,2024-08-22,12,32.9
鹿島,2024-08-22,13,43.1
鹿島,2024-08-22,14,64.3
鹿島,2024-08-22,15,91.2
鹿島,2024-08-22,16,117.4
鹿島,2024-08-22,17,137.1
鹿島,2024-08-22,18,145.9
鹿島,2024-08-22,19,142.4
鹿島,2024-08-22,20,127.8
鹿島,2024-08-22,21,106.5
鹿島,2024-08-22,22,84.2
鹿島,2024-08-22,23,67.3
鹿島,2024-08-23,00,60.6
鹿島,2024-08-23,01,66.1
鹿島,2024-08-23,02,82.5
鹿島,2024-08-23,03,105.1
鹿島,2024-08-23,04,127.7
鹿島,2024-08-23,05,144.2
鹿島,2024-08-23,06,150
鹿島,2024-08-23,07,143.6
鹿島,2024-08-23,08,126.6
鹿島,2024-08-23,09,103
鹿島,2024-08-23,10,78.6
鹿島,2024-08-23,11,59.4
鹿島,2024-08-23,12,50
鹿島,2024-08-23,13,52.8
鹿島,2024-08-23,14,67.1
鹿島,2024-08-23,15,89.1
鹿島,2024-08-23,16,113.4
鹿島,2024-08-23,17,134
鹿島,2024-08-23,18,145.8
鹿島,2024-08-23,19,146.2
鹿島,2024-08-23,20,135
鹿島,2024-08-23,21,115
鹿島,2024-08-23,22,91.1
鹿島,2024-08-23,23,69.2
鹿島,2024-08-24,00,54.9
鹿島,2024-08-24,01,51.7
鹿島,2024-08-24,02,60.3
鹿島,2024-08-24,03,78.1
鹿島,2024-08-24,04,100.4
鹿島,2024-08-24,05,121
鹿島,2024-08-24,06,135
鹿島,2024-08-24,07,139
鹿島,2024-08-24,08,132.8
鹿島,2024-08-24,09,118.4
鹿島,2024-08-24,10,100
鹿島,2024-08-24,11,82.6
鹿島,2024-08-24,12,71
鹿島,2024-08-24,13,68.6
鹿島,2024-08-24,14,76.3
鹿島,2024-08-24,15,92.2
鹿島,2024-08-24,16,112.4
鹿島,2024-08-24,17,131.7
鹿島,2024-08-24,18,144.9
鹿島,2024-08-24,19,148.6
鹿島,2024-08-24,20,141.4
鹿島,2024-08-24,21,124.7
鹿島,2024-08-24,22,101.9
鹿島,2024-08-24,23,78
鹿島,2024-08-25,00,58.3
鹿島,2024-08-25,01,47.1
鹿島,2024-08-25,02,46.6
鹿島,2024-08-25,03,56.4
鹿島,2024-08-25,04,73.6
鹿島,2024-08-25,05,93.5
鹿島,2024-08-25,06,111.1
鹿島,2024-08-25,07,122.7
鹿島,2024-08-25,08,126.2
鹿島,2024-08-25,09,121.9
鹿島,2024-08-25,10,112.2
鹿島,2024-08-25,11,100.4
鹿島,2024-08-25,12,90.7
鹿島,2024-08-25,13,86.3
鹿島,2024-08-25,14,89.3
鹿島,2024-08-25,15,99.4
鹿島,2024-08-25,16,114.4
鹿島,2024-08-25,17,130.5
鹿島,2024-08-25,18,143.3
鹿島,2024-08-25,19,149.1
鹿島,2024-08-25,20,145.9
鹿島,2024-08-25,21,133.6
鹿島,2024-08-25,22,114.3
鹿島,2024-08-25,23,91.6
鹿島,2024-08-26,00,69.7
鹿島,2024-08-26,01,52.8
鹿島,2024-08-26,02,44.1
鹿島,2024-08-26,03,44.6
鹿島,2024-08-26,04,53.6
鹿島,2024-08-26,05,68.2
鹿島,2024-08-26,06,84.6
鹿島,2024-08-26,07,99.2
鹿島,2024-08-26,08,109.3
鹿島,2024-08-26,09,113.8
鹿島,2024-08-26,10,113.2
鹿島,2024-08-26,11,109.2
鹿島,2024-08-26,12,104.5
鹿島,2024-08-26,13,101.6
鹿島,2024-08-26,14,102.6
鹿島,2024-08-26,15,108.4
鹿島,2024-08-26,16,118.4
鹿島,2024-08-26,17,130.3
鹿島,2024-08-26,18,141
鹿島,2024-08-26,19,147.5
鹿島,2024-08-26,20,147.3
鹿島,2024-08-26,21,139.8
鹿島,2024-08-26,22,125.5
鹿島,2024-08-26,23,106.7
鹿島,2024-08-27,00,86.1
鹿島,2024-08-27,01,67.1
鹿島,2024-08-27,02,52.6
鹿島,2024-08-27,03,44.7
鹿島,2024-08-27,04,44.3
鹿島,2024-08-27,05,50.5
鹿島,2024-08-27,06,61.5
鹿島,2024-08-27,07,74.5
鹿島,2024-08-27,08,87.1
鹿島,2024-08-27,09,97.2
鹿島,2024-08-27,10,104.2
鹿島,2024-08-27,11,108.2
鹿島,2024-08-27,12,110.1
鹿島,2024-08-27,13,111.3
鹿島,2024-08-27,14,113.2
鹿島,2024-08-27,15,117
鹿島,2024-08-27,16,122.9
鹿島,2024-08-27,17,130.4
鹿島,2024-08-27,18,137.9
鹿島,2024-08-27,19,143.5
鹿島,2024-08-27,20,145.2
鹿島,2024-08-27,21,141.9
鹿島,2024-08-27,22,133.3
鹿島,2024-08-27,23,120.2
鹿島,2024-08-28,00,103.9
鹿島,2024-08-28,01,86.3
鹿島,2024-08-28,02,69.6
鹿島,2024-08-28,03,55.9
鹿島,2024-08-28,04,46.9
鹿島,2024-08-28,05,43.8
鹿島,2024-08-28,06,46.5
鹿島,2024-08-28,07,54.1
鹿島,2024-08-28,08,64.8
鹿島,2024-08-28,09,76.8
鹿島,2024-08-28,10,88.6
鹿島,2024-08-28,11,99.2
鹿島,2024-08-28,12,107.8
鹿島,2024-08-28,13,114.4
鹿島,2024-08-28,14,119.3
鹿島,2024-08-28,15,123.2
鹿島,2024-08-28,16,126.8
鹿島,2024-08-28,17,130.4
鹿島,2024-08-28,18,134.2
鹿島,2024-08-28,19,137.5
鹿島,2024-08-28,20,139.4
鹿島,2024-08-28,21,139.1
鹿島,2024-08-28,22,135.9
鹿島,2024-08-28,23,129.3
鹿島,2024-08-29,00,119.3
鹿島,2024-08-29,01,106.3
鹿島,2024-08-29,02,91
鹿島,2024-08-29,03,74.9
鹿島,2024-08-29,04,60
鹿島,2024-08-29,05,48.4
鹿島,2024-08-29,06,41.9
鹿島,2024-08-29,07,41.4
鹿島,2024-08-29,08,46.9
鹿島,2024-08-29,09,57.2
鹿島,2024-08-29,10,70.6
鹿島,2024-08-29,11,85.3
鹿島,2024-08-29,12,99.5
鹿島,2024-08-29,13,111.6
鹿島,2024-08-29,14,120.8
鹿島,2024-08-29,15,126.6
鹿島,2024-08-29,16,129.4
鹿島,2024-08-29,17,130.3
鹿島,2024-08-29,18,130.2
鹿島,2024-08-29,19,130.2
鹿島,2024-08-29,20,130.8
鹿島,2024-08-29,21,131.8
鹿島,2024-08-29,22,132.5
鹿島,2024-08-29,23,132.1
鹿島,2024-08-30,00,129.3
鹿島,2024-08-30,01,122.9
鹿島,2024-08-30,02,112.2
鹿島,2024-08-30,03,97.4
鹿島,2024-08-30,04,80
鹿島,2024-08-30,05,62.3
鹿島,2024-08-30,06,47.5
鹿島,2024-08-30,07,38.2
鹿島,2024-08-30,08,36.3
鹿島,2024-08-30,09,41.9
鹿島,2024-08-30,10,53.9
鹿島,2024-08-30,11,70.2
鹿島,2024-08-30,12,88.1
鹿島,2024-08-30,13,105
鹿島,2024-08-30,14,118.6
鹿島,2024-08-30,15,127.5
鹿島,2024-08-30,16,131.1
鹿島,2024-08-30,17,130.4
鹿島,2024-08-30,18,127.1
鹿島,2024-08-30,19,123.3
鹿島,2024-08-30,20,120.9
鹿島,2024-08-30,21,121.1
鹿島,2024-08-30,22,123.9
鹿島,2024-08-30,23,128.2
